job_title,clean_job_title
Corporate Client Manager,"['corporate', 'client', 'manager']"
Environmental Senior Officer,"['environmental', 'senior', 'officer']"
Credit Officer in Yerevan,"['credit', 'officer', 'yerevan']"
Junior Technical Support Specialist,"['junior', 'technical', 'support', 'specialist']"
Network Administrator,"['network', 'administrator']"
Teller/ Operator in Abovyan,"['teller', 'operator', 'abovyan']"
Regional Hotel Manager,"['regional', 'hotel', 'manager']"
Marketing Specialist,"['marketing', 'specialist']"
Monitoring Specialist,"['monitoring', 'specialist']"
Chief Accountant For UCO and Production Company,"['chief', 'accountant', 'uco', 'production', 'company']"
Customer Relationship Development Manager,"['customer', 'relationship', 'development', 'manager']"
Senior C++ Developer for Unix,"['senior', 'c', 'developer', 'unix']"
Sales Manager,"['sale', 'manager']"
Credit Analyst,"['credit', 'analyst']"
Medical Representative,"['medical', 'representative']"
Commercial Manager,"['commercial', 'manager']"
Administrative Assistant,"['administrative', 'assistant']"
Watchman,['watchman']
Engineer,['engineer']
C#/ ASP.NET Developer,"['c', 'asp', 'net', 'developer']"
Information and Communication Officer (Social Media/ Editorial),"['information', 'communication', 'officer', 'social', 'medium', 'editorial']"
.NET Developer,"['net', 'developer']"
Assistant for FAO-Technical Cooperation Project,"['assistant', 'fao', 'technical', 'cooperation', 'project']"
Animal Identification and Registration Specialist/ National,"['animal', 'identification', 'registration', 'specialist', 'national']"
Database Administrator,"['database', 'administrator']"
Executive Director,"['executive', 'director']"
Medical Representative,"['medical', 'representative']"
PHP Developer,"['php', 'developer']"
Project Manager for Technical Quality,"['project', 'manager', 'technical', 'quality']"
SQA Engineer,"['sqa', 'engineer']"
Program Manager/ Refugees Programs,"['program', 'manager', 'refugee', 'program']"
Legal Adviser/ Lawyer,"['legal', 'adviser', 'lawyer']"
Cashier,['cashier']
Recruitment Junior Assistant,"['recruitment', 'junior', 'assistant']"
Investment Officer,"['investment', 'officer']"
Sales Floor Manager,"['sale', 'floor', 'manager']"
Sales Associate,"['sale', 'associate']"
Family Based Care Advisor,"['family', 'base', 'care', 'advisor']"
Electronic Engineer,"['electronic', 'engineer']"
Security Assistant,"['security', 'assistant']"
Warehouse Manager,"['warehouse', 'manager']"
1C Programmer,"['c', 'programmer']"
Front-End/ HTML Developer,"['front', 'end', 'html', 'developer']"
UI Web Developer Lead,"['ui', 'web', 'developer', 'lead']"
Senior C++ Developer,"['senior', 'c', 'developer']"
Intermediate C++ Developer,"['intermediate', 'c', 'developer']"
Senior Database Developer,"['senior', 'database', 'developer']"
UI Web Developer,"['ui', 'web', 'developer']"
Intermediate Database Developer,"['intermediate', 'database', 'developer']"
RTA and Language Assistant,"['rta', 'language', 'assistant']"
Intermediate QA Analyst/ Functional Testing,"['intermediate', 'qa', 'analyst', 'functional', 'testing']"
Medical Representative,"['medical', 'representative']"
Community Development Specialist,"['community', 'development', 'specialist']"
Software Developer,"['software', 'developer']"
Medical Representative,"['medical', 'representative']"
SharePoint Developer,"['sharepoint', 'developer']"
Head of Customer Service Department,"['head', 'customer', 'service', 'department']"
Election Coordinator,"['election', 'coordinator']"
Network Administrator,"['network', 'administrator']"
C/ C++ Software Engineer,"['c', 'c', 'software', 'engineer']"
Gardener,['gardener']
TIMS Manager for CIS Countries,"['tims', 'manager', 'ci', 'country']"
Project Coordinator,"['project', 'coordinator']"
Medical Representative,"['medical', 'representative']"
Sales Agent in SME SoHo for Gyumri,"['sale', 'agent', 'sme', 'soho', 'gyumri']"
Sales Agent in SME SoHo for Vanadzor,"['sale', 'agent', 'sme', 'soho', 'vanadzor']"
Sales Agent in SME SoHo for Yerevan,"['sale', 'agent', 'sme', 'soho', 'yerevan']"
Replacement Driver/ Vanadzor Project Office,"['replacement', 'driver', 'vanadzor', 'project', 'office']"
English Language Development Specialist,"['english', 'language', 'development', 'specialist']"
Training Centre Manager,"['train', 'centre', 'manager']"
Expert for Biodiversity Conservation,"['expert', 'biodiversity', 'conservation']"
RTA Language Assistant,"['rta', 'language', 'assistant']"
Senior Manager of Support Services,"['senior', 'manager', 'support', 'service']"
IN/VAS/Messaging Engineer,"['va', 'message', 'engineer']"
Project Coordinator,"['project', 'coordinator']"
Roaming Engineer,"['roam', 'engineer']"
PR Specialist,"['pr', 'specialist']"
Psychologist,['psychologist']
Driver,['driver']
Accountant,['accountant']
Visual Display Manager,"['visual', 'display', 'manager']"
Specialist of Credit Deals Monitoring Unit,"['specialist', 'credit', 'deal', 'monitor', 'unit']"
Assistant in Accounting Department,"['assistant', 'accounting', 'department']"
Internet and Multimedia Engineer,"['internet', 'multimedia', 'engineer']"
Community Development Program Manager,"['community', 'development', 'program', 'manager']"
Software Project Manager,"['software', 'project', 'manager']"
Pediatric Doctor for Research Study,"['pediatric', 'doctor', 'research', 'study']"
Medical Nurse/ Feldsher,"['medical', 'nurse', 'feldsher']"
Pediatric Nurse  for Research Study,"['pediatric', 'nurse', 'research', 'study']"
Senior Software Architect,"['senior', 'software', 'architect']"
Senior Objective C Developer,"['senior', 'objective', 'c', 'developer']"
Associate Banker,"['associate', 'banker']"
Marketing Manager,"['marketing', 'manager']"
Healthcare and Social Programs Assistant,"['healthcare', 'social', 'program', 'assistant']"
Assistant for Resident Twining Adviser,"['assistant', 'resident', 'twin', 'adviser']"
Legislative Fellows Program (LFP),"['legislative', 'fellow', 'program', 'lfp']"
Actionscript 3 Developer,"['actionscript', 'developer']"
Legislative Fellows Program (LFP),"['legislative', 'fellow', 'program', 'lfp']"
C/ C++ Embedded Software Developer,"['c', 'c', 'embed', 'software', 'developer']"
Experienced Lawyer,"['experience', 'lawyer']"
Database Administrator,"['database', 'administrator']"
Head of Service Platforms Operation Division,"['head', 'service', 'platform', 'operation', 'division']"
Senior System Administrator,"['senior', 'system', 'administrator']"
Research Specialist,"['research', 'specialist']"
Sales Manager/ Preseller,"['sale', 'manager', 'preseller']"
iPhone Application Developer,"['iphone', 'application', 'developer']"
.Net Developer,"['net', 'developer']"
PR/ Communications Specialist,"['pr', 'communication', 'specialist']"
Sales Manager,"['sale', 'manager']"
Card Project Planning and Implementation Specialist,"['card', 'project', 'plan', 'implementation', 'specialist']"
Monitoring and Evaluation (M&E) Specialist,"['monitor', 'evaluation', 'e', 'specialist']"
Head of Foreign Languages Chair,"['head', 'foreign', 'languages', 'chair']"
Card Project Service Specialist,"['card', 'project', 'service', 'specialist']"
Logistics Department Manager,"['logistics', 'department', 'manager']"
Hardware Engineer,"['hardware', 'engineer']"
Java Frontend Developer,"['java', 'frontend', 'developer']"
Head of Law Chair/ Pedagogic Coordinator of Law Faculty,"['head', 'law', 'chair', 'pedagogic', 'coordinator', 'law', 'faculty']"
Financial Consumer Education Program Assistant,"['financial', 'consumer', 'education', 'program', 'assistant']"
Sales and Marketing Specialist,"['sale', 'market', 'specialist']"
Case Investigating Specialist,"['case', 'investigate', 'specialist']"
Strategy Development Specialist,"['strategy', 'development', 'specialist']"
Program Manager Assistant Intern,"['program', 'manager', 'assistant', 'intern']"
Credit Officer for Artashat Branch,"['credit', 'officer', 'artashat', 'branch']"
Learning Coach,"['learn', 'coach']"
Executive Assistant GS-5,"['executive', 'assistant', 'g']"
Technical Supporter,"['technical', 'supporter']"
Credit Officer for Sevan Branch,"['credit', 'officer', 'sevan', 'branch']"
Software Developer,"['software', 'developer']"
Chemist,['chemist']
Head of Policy and Legal Acts Drafting Unit /PLAD/,"['head', 'policy', 'legal', 'act', 'draft', 'unit', 'plad']"
Deputy Director,"['deputy', 'director']"
Public Relations Associate,"['public', 'relation', 'associate']"
Postal Operator in Kotayk Branch,"['postal', 'operator', 'kotayk', 'branch']"
Senior .NET Developer,"['senior', 'net', 'developer']"
Senior Graphic Designer,"['senior', 'graphic', 'designer']"
UX (User Experience) Designer,"['ux', 'user', 'experience', 'designer']"
Designer,['designer']
IT Systems Administrator,"['system', 'administrator']"
Web Application Engineer,"['web', 'application', 'engineer']"
Reporting Analyst,"['report', 'analyst']"
Interaction Designer,"['interaction', 'designer']"
PR and Advertising Manager,"['pr', 'advertising', 'manager']"
QA (Quality Assurance) Engineer,"['qa', 'quality', 'assurance', 'engineer']"
Office Worker,"['office', 'worker']"
SW Development Engineer,"['sw', 'development', 'engineer']"
Baby Food Expert,"['baby', 'food', 'expert']"
Announcements Moderator,"['announcement', 'moderator']"
Software Developer,"['software', 'developer']"
HR Generalist,"['hr', 'generalist']"
Head of Loan Department,"['head', 'loan', 'department']"
Pharmacist,['pharmacist']
Laboratory Technician/ Vanadzor Project,"['laboratory', 'technician', 'vanadzor', 'project']"
Database Administrator,"['database', 'administrator']"
Medical Equipment Specialist,"['medical', 'equipment', 'specialist']"
External Relations Specialist,"['external', 'relation', 'specialist']"
Programmer,['programmer']
"IT Operator/ Staff Administration and Secretariat Unit /SAS/,
NCLR PIU","['operator', 'staff', 'administration', 'secretariat', 'unit', 'sas', 'nclr', 'piu']"
Medical Representative,"['medical', 'representative']"
Auditor,['auditor']
Translator,['translator']
ASP.NET Senior Web Developer,"['asp', 'net', 'senior', 'web', 'developer']"
Credit Officers,"['credit', 'officer']"
Senior Consultant,"['senior', 'consultant']"
Internal Control Specialist,"['internal', 'control', 'specialist']"
Sales Manager,"['sale', 'manager']"
Sales Manager in Syunik Marz,"['sale', 'manager', 'syunik', 'marz']"
Sales Manager in Yeravan,"['sale', 'manager', 'yeravan']"
Loan Officer,"['loan', 'officer']"
Sales Manager in Gharabagh,"['sale', 'manager', 'gharabagh']"
Sales Manager in Shirak Marz,"['sale', 'manager', 'shirak', 'marz']"
Senior C# .Net Developer,"['senior', 'c', 'net', 'developer']"
Assistant to Regional Manager,"['assistant', 'regional', 'manager']"
Sales Team Leader,"['sale', 'team', 'leader']"
Young Bankers Program,"['young', 'banker', 'program']"
Credit Officer for Stepanavan Branch,"['credit', 'officer', 'stepanavan', 'branch']"
Senior Java Web Developer,"['senior', 'java', 'web', 'developer']"
Java Web Developer,"['java', 'web', 'developer']"
Card Service Unit Specialist,"['card', 'service', 'unit', 'specialist']"
Sales Manager,"['sale', 'manager']"
Project Manager,"['project', 'manager']"
Medical Representative,"['medical', 'representative']"
Specialist in IT and Automation Division/ Technical Support Unit,"['specialist', 'automation', 'division', 'technical', 'support', 'unit']"
Chief Architect,"['chief', 'architect']"
Architect,['architect']
HR Assistant/ Intern,"['hr', 'assistant', 'intern']"
Legal Advisor,"['legal', 'advisor']"
Java Web Developer,"['java', 'web', 'developer']"
Senior Flash Developer,"['senior', 'flash', 'developer']"
Mobile Application Developer,"['mobile', 'application', 'developer']"
Frontend Developer,"['frontend', 'developer']"
Senior Java Backend Developer,"['senior', 'java', 'backend', 'developer']"
Administrative Coordinator,"['administrative', 'coordinator']"
Product Manager,"['product', 'manager']"
Broadband Internet Consultant,"['broadband', 'internet', 'consultant']"
Credit Risk Chief Specialist,"['credit', 'risk', 'chief', 'specialist']"
Import Manager,"['import', 'manager']"
Trainer for Conducting HIV Peer Education Training,"['trainer', 'conduct', 'hiv', 'peer', 'education', 'training']"
Java Web Developer,"['java', 'web', 'developer']"
Deputy Director,"['deputy', 'director']"
Dentist,['dentist']
Application Manager,"['application', 'manager']"
Operator for Service Department,"['operator', 'service', 'department']"
Head of Reporting and MIS Department,"['head', 'report', 'mi', 'department']"
Reporting Specialist,"['report', 'specialist']"
MIS Specialist,"['mi', 'specialist']"
Sales Manager,"['sale', 'manager']"
Finance Controller,"['finance', 'controller']"
QA Engineer/ Project Manager,"['qa', 'engineer', 'project', 'manager']"
Receptionist/ Administrative Assistant,"['receptionist', 'administrative', 'assistant']"
Medical Representative,"['medical', 'representative']"
Graphic Designer,"['graphic', 'designer']"
Senior Lawyer,"['senior', 'lawyer']"
Secretary,['secretary']
IT Project Coordinator,"['project', 'coordinator']"
Project Manager,"['project', 'manager']"
C#/ ASP.NET Developer,"['c', 'asp', 'net', 'developer']"
Administrator,['administrator']
Ruby Developer,"['ruby', 'developer']"
Assistant in Accounting Department,"['assistant', 'accounting', 'department']"
National Legal Officer,"['national', 'legal', 'officer']"
Administrative Assistant,"['administrative', 'assistant']"
Procurement and Asset Management Assistant,"['procurement', 'asset', 'management', 'assistant']"
Project Assistant,"['project', 'assistant']"
MS SQL Database Administrator,"['m', 'sql', 'database', 'administrator']"
Product Manager,"['product', 'manager']"
Accounts Receivable Clerk,"['account', 'receivable', 'clerk']"
System Administrator,"['system', 'administrator']"
Chief Specialist in Computer Networks Division,"['chief', 'specialist', 'computer', 'network', 'division']"
Web Developer,"['web', 'developer']"
National Project Officer,"['national', 'project', 'officer']"
Human Resources Specialist,"['human', 'resource', 'specialist']"
Local Governance Expert/ Municipal Services,"['local', 'governance', 'expert', 'municipal', 'service']"
Local Governance Expert/ Financial Management and Economics,"['local', 'governance', 'expert', 'financial', 'management', 'economics']"
Chief Specialist in Automated Systems Division,"['chief', 'specialist', 'automate', 'system', 'division']"
Brand Manager,"['brand', 'manager']"
Leading Specialist in the New Technologies Division,"['lead', 'specialist', 'new', 'technology', 'division']"
Integration Engineer,"['integration', 'engineer']"
Sales and Service Specialist,"['sale', 'service', 'specialist']"
Sales Manager,"['sale', 'manager']"
Sales Assistant,"['sale', 'assistant']"
Head of Sales Division,"['head', 'sale', 'division']"
Brand Manager,"['brand', 'manager']"
Technology Trainer,"['technology', 'trainer']"
PHP/ Drupal Developer,"['php', 'drupal', 'developer']"
Language Assistant for EU Twinning Project,"['language', 'assistant', 'eu', 'twinning', 'project']"
RTA Assistant for EU Twinning Project,"['rta', 'assistant', 'eu', 'twinning', 'project']"
Senior Software Engineer (EDA),"['senior', 'software', 'engineer', 'eda']"
Software Engineer (EDA),"['software', 'engineer', 'eda']"
Software QA Engineer (EDA),"['software', 'qa', 'engineer', 'eda']"
Lead Software  Engineer (EDA),"['lead', 'software', 'engineer', 'eda']"
Mass Media Program Coordinator,"['mass', 'medium', 'program', 'coordinator']"
Senior Software Engineer for Mobile and Web Applications,"['senior', 'software', 'engineer', 'mobile', 'web', 'application']"
Senior Embedded Software Developer,"['senior', 'embed', 'software', 'developer']"
Embedded Software Developer,"['embed', 'software', 'developer']"
Director for Mobile and Web Applications,"['director', 'mobile', 'web', 'application']"
Software Engineer for Mobile and Web Applications,"['software', 'engineer', 'mobile', 'web', 'application']"
Project Coordinator,"['project', 'coordinator']"
Embedded Software Director,"['embed', 'software', 'director']"
iPhone Application Developer,"['iphone', 'application', 'developer']"
Finance Specialist,"['finance', 'specialist']"
Mass Market Marketing Specialist,"['mass', 'market', 'marketing', 'specialist']"
Marketing Unit Manager,"['market', 'unit', 'manager']"
Core Engineer,"['core', 'engineer']"
Sales Unit Manager,"['sale', 'unit', 'manager']"
Chief Financial Officer,"['chief', 'financial', 'officer']"
Senior Digital Engineer,"['senior', 'digital', 'engineer']"
Senior Procurement Officer/ Team Leader,"['senior', 'procurement', 'officer', 'team', 'leader']"
Database Developer,"['database', 'developer']"
ICT Specialist,"['ict', 'specialist']"
Import Logistics Specialist,"['import', 'logistics', 'specialist']"
Contact Center Project Coordinator,"['contact', 'center', 'project', 'coordinator']"
M4P Internship/ How to Make Markets Work for Poor,"['p', 'internship', 'make', 'market', 'work', 'poor']"
Deputy Chief Accountant,"['deputy', 'chief', 'accountant']"
Lawyer,['lawyer']
Senior Specialist Banking Operations Unit,"['senior', 'specialist', 'banking', 'operation', 'unit']"
Lawyer,['lawyer']
Accountant,['accountant']
Branch Manager,"['branch', 'manager']"
Senior Programme Associate,"['senior', 'programme', 'associate']"
Senior Software Engineer,"['senior', 'software', 'engineer']"
Executive Assistant,"['executive', 'assistant']"
Senior Software Engineer/ Deep Submicron Department,"['senior', 'software', 'engineer', 'deep', 'submicron', 'department']"
Senior QA Engineer/ Deep Submicron Department,"['senior', 'qa', 'engineer', 'deep', 'submicron', 'department']"
Procurement Manager,"['procurement', 'manager']"
Software Engineer/ Database Department,"['software', 'engineer', 'database', 'department']"
Senior System Administrator,"['senior', 'system', 'administrator']"
Web Developer,"['web', 'developer']"
Senior Software Developer,"['senior', 'software', 'developer']"
Financial Expert,"['financial', 'expert']"
Contractor/ Intern,"['contractor', 'intern']"
Accountant,['accountant']
1C Programmer,"['c', 'programmer']"
C/ C++ Senior Software Engineer,"['c', 'c', 'senior', 'software', 'engineer']"
Chemical Engineer,"['chemical', 'engineer']"
Informatics Control Engineer,"['informatics', 'control', 'engineer']"
Hardware Engineer,"['hardware', 'engineer']"
Mid-Level Database Developer,"['mid', 'level', 'database', 'developer']"
Kapan Branch Manager,"['kapan', 'branch', 'manager']"
Senior Software Engineer,"['senior', 'software', 'engineer']"
Leading Specialist of Archiving Unit,"['lead', 'specialist', 'archive', 'unit']"
Technical Support Engineer,"['technical', 'support', 'engineer']"
Graphic Designer,"['graphic', 'designer']"
Marketing Assistant,"['marketing', 'assistant']"
CAD Engineer,"['cad', 'engineer']"
Corporate Sales Associate,"['corporate', 'sale', 'associate']"
Procurement Officer,"['procurement', 'officer']"
SharePoint Developer,"['sharepoint', 'developer']"
Software Developer,"['software', 'developer']"
Collections Specialist,"['collection', 'specialist']"
Stockman,['stockman']
Loan Analysis and Monitoring Specialist,"['loan', 'analysis', 'monitoring', 'specialist']"
Risk Management Specialist,"['risk', 'management', 'specialist']"
Methodology Lead Specialist,"['methodology', 'lead', 'specialist']"
Administrative Assistant,"['administrative', 'assistant']"
Election Observer,"['election', 'observer']"
Election Expert,"['election', 'expert']"
Election Co-ordination Expert,"['election', 'co', 'ordination', 'expert']"
Agriculture Machinery and Equipment Service Technician /,"['agriculture', 'machinery', 'equipment', 'service', 'technician']"
Sales/ Medical Representative,"['sale', 'medical', 'representative']"
Transmission Engineer,"['transmission', 'engineer']"
Public Relations Assistant,"['public', 'relation', 'assistant']"
Senior Network/ System Administrator,"['senior', 'network', 'system', 'administrator']"
Election Co-ordination Consultant,"['election', 'co', 'ordination', 'consultant']"
Branch Manager,"['branch', 'manager']"
Sales Manager,"['sale', 'manager']"
Leasing Specialist,"['lease', 'specialist']"
Marketing Partner Manager,"['marketing', 'partner', 'manager']"
Program Officer/ Community Mobilizer,"['program', 'officer', 'community', 'mobilizer']"
Finance Manager,"['finance', 'manager']"
Leading Specialist for Methodology and Business Processes,"['lead', 'specialist', 'methodology', 'business', 'process']"
Tour Manager,"['tour', 'manager']"
Commercial Project Manager,"['commercial', 'project', 'manager']"
Shift Mechanic,"['shift', 'mechanic']"
Credit Analyst,"['credit', 'analyst']"
Manager of Transport Fleet  Division,"['manager', 'transport', 'fleet', 'division']"
SOS Children's Village Programme Director,"['sos', 'child', 'village', 'programme', 'director']"
ASP.Net/ C# Senior Web Developer,"['asp', 'net', 'c', 'senior', 'web', 'developer']"
Receptionist,['receptionist']
Financial Analyst,"['financial', 'analyst']"
UI Web Developer Lead,"['ui', 'web', 'developer', 'lead']"
SOS Children's Village Programme Director,"['sos', 'child', 'village', 'programme', 'director']"
Front-end/ HTML Developer,"['front', 'end', 'html', 'developer']"
Assistant Administrator/ Yerevan Project Office,"['assistant', 'administrator', 'yerevan', 'project', 'office']"
Interaction Designer,"['interaction', 'designer']"
Senior .NET Developer,"['senior', 'net', 'developer']"
QA Automation Engineer,"['qa', 'automation', 'engineer']"
Environmental Education Program Manager,"['environmental', 'education', 'program', 'manager']"
Herbal and Food Processing Specialist with Value Chain/,"['herbal', 'food', 'process', 'specialist', 'value', 'chain']"
Manager,['manager']
Translator/ Vanadzor Project,"['translator', 'vanadzor', 'project']"
IT Systems Administrator,"['system', 'administrator']"
UI Web Developer,"['ui', 'web', 'developer']"
Intermediate QA Analyst/ Functional Testing,"['intermediate', 'qa', 'analyst', 'functional', 'testing']"
Store Manager,"['store', 'manager']"
SharePoint Developer,"['sharepoint', 'developer']"
.NET Developer,"['net', 'developer']"
Senior System Administrator,"['senior', 'system', 'administrator']"
Site Implementation Senior Engineer,"['site', 'implementation', 'senior', 'engineer']"
IT Reporting System Administration Senior Specialist,"['report', 'system', 'administration', 'senior', 'specialist']"
Testing Engineer,"['test', 'engineer']"
iPhone Application Developer,"['iphone', 'application', 'developer']"
Receptionist,['receptionist']
NGO Leader,"['ngo', 'leader']"
Merchandising Manager,"['merchandising', 'manager']"
Customer Support Representative,"['customer', 'support', 'representative']"
Retail Operations Director,"['retail', 'operation', 'director']"
PHP Developer,"['php', 'developer']"
French Speaking Support Representative,"['french', 'speak', 'support', 'representative']"
Treasurer,['treasurer']
Shop Assistant,"['shop', 'assistant']"
Quality Engineer/ Internship,"['quality', 'engineer', 'internship']"
German Language Translator,"['german', 'language', 'translator']"
Web Designer,"['web', 'designer']"
PIU  Interpreter/ Translator,"['piu', 'interpreter', 'translator']"
Marketing and PR Specialist,"['marketing', 'pr', 'specialist']"
Accountant,['accountant']
Mid-Level Software Developer,"['mid', 'level', 'software', 'developer']"
Sales Representative,"['sale', 'representative']"
Logistics and Supply Chain Manager,"['logistics', 'supply', 'chain', 'manager']"
Lawyer,['lawyer']
Receptionist/ Administrative Assistant,"['receptionist', 'administrative', 'assistant']"
Head of Import Department,"['head', 'import', 'department']"
Native/ Near-Native English Teacher,"['native', 'near', 'native', 'english', 'teacher']"
Teller/ Operator in Yerevan,"['teller', 'operator', 'yerevan']"
Project Assistant,"['project', 'assistant']"
PHP Software Developer,"['php', 'software', 'developer']"
Economist/ Policy and Legal Acts Drafting Unit/ PLAD,"['economist', 'policy', 'legal', 'act', 'draft', 'unit', 'plad']"
"Business Processing Specialist/ Policy and Legal Acts Drafting
Unit/ PLAD","['business', 'process', 'specialist', 'policy', 'legal', 'act', 'draft', 'unit', 'plad']"
German Language Translator,"['german', 'language', 'translator']"
Financial Analyst,"['financial', 'analyst']"
"Legal Drafting Specialist/ Policy and Legal Acts Drafting Unit/
PLAD","['legal', 'draft', 'specialist', 'policy', 'legal', 'act', 'draft', 'unit', 'plad']"
Office Administrator,"['office', 'administrator']"
Specialist Assisting to Public Bodies/ Policy and Legal Acts,"['specialist', 'assist', 'public', 'body', 'policy', 'legal', 'act']"
HR Manager,"['hr', 'manager']"
Senior Place and Route Software Engineer,"['senior', 'place', 'route', 'software', 'engineer']"
Lawyer/ Policy and Legal Acts Drafting Unit/ PLAD,"['lawyer', 'policy', 'legal', 'act', 'draft', 'unit', 'plad']"
HR Assistant,"['hr', 'assistant']"
Head of Import Department,"['head', 'import', 'department']"
Executive Assistant/ Staff of the Chairman of the Management,"['executive', 'assistant', 'staff', 'chairman', 'management']"
HR Assistant,"['hr', 'assistant']"
Fraud and Revenue Assurance Analyst/ Developer,"['fraud', 'revenue', 'assurance', 'analyst', 'developer']"
C++ Software Engineer,"['c', 'software', 'engineer']"
UNIX System Administrator,"['unix', 'system', 'administrator']"
General Manager,"['general', 'manager']"
QA Analyst/ Functional Testing/ Web and Mobile,"['qa', 'analyst', 'functional', 'test', 'web', 'mobile']"
Executive Chef/ Chef Cook,"['executive', 'chef', 'chef', 'cook']"
Second Publishing Designer,"['second', 'publishing', 'designer']"
Chief Financial Officer,"['chief', 'financial', 'officer']"
.NET Windows Mobile Developer,"['net', 'window', 'mobile', 'developer']"
Production Manager,"['production', 'manager']"
"Capacity Building Trainings for NGOs - CSR Product Development,","['capacity', 'building', 'training', 'ngos', 'csr', 'product', 'development']"
Web Developer,"['web', 'developer']"
Agriculture Machinery and Equipment Service Technician/ Intern/,"['agriculture', 'machinery', 'equipment', 'service', 'technician', 'intern']"
ASP.Net Developer,"['asp', 'net', 'developer']"
Contracts Officer,"['contract', 'officer']"
National Consultant for Forest Fire Management,"['national', 'consultant', 'forest', 'fire', 'management']"
Sales Manager,"['sale', 'manager']"
English Language Specialist,"['english', 'language', 'specialist']"
Young Economists Possessing Research Potential and Skills,"['young', 'economist', 'possess', 'research', 'potential', 'skill']"
Lawyer,['lawyer']
Economist/ Economic Research Department (3 identical positions),"['economist', 'economic', 'research', 'department', 'identical', 'position']"
Software Developer,"['software', 'developer']"
Service Engineer,"['service', 'engineer']"
Head of Customer Service Department,"['head', 'customer', 'service', 'department']"
Executive Assistant,"['executive', 'assistant']"
Director,['director']
Sales and Service Specialist,"['sale', 'service', 'specialist']"
Senior QA Analyst/ Functional Testing,"['senior', 'qa', 'analyst', 'functional', 'testing']"
Psychologist,['psychologist']
National Expert in Budget Reform and Democratic Accountability,"['national', 'expert', 'budget', 'reform', 'democratic', 'accountability']"
IT Service Delivery Manager,"['service', 'delivery', 'manager']"
SharePoint Developer,"['sharepoint', 'developer']"
Active Directory Administrator,"['active', 'directory', 'administrator']"
Customer Support Representative,"['customer', 'support', 'representative']"
National Expert in External Audit,"['national', 'expert', 'external', 'audit']"
National Expert in Programme Budgeting in the Field of State,"['national', 'expert', 'programme', 'budget', 'field', 'state']"
C++ Software Engineer,"['c', 'software', 'engineer']"
Project/ Program Assistant,"['project', 'program', 'assistant']"
Senior Lawyer,"['senior', 'lawyer']"
Entry-level C++ Software Engineer,"['entry', 'level', 'c', 'software', 'engineer']"
Internal Control Department Manager,"['internal', 'control', 'department', 'manager']"
Medical Representative in Yerevan,"['medical', 'representative', 'yerevan']"
Senior SQL and VBA Programmer,"['senior', 'sql', 'vba', 'programmer']"
RTA Administrative Assistant for the Resident Twinning Adviser,"['rta', 'administrative', 'assistant', 'resident', 'twin', 'adviser']"
C#/ .NET Backend Developer,"['c', 'net', 'backend', 'developer']"
Translator,['translator']
Language Assistant for the Resident Twinning Adviser,"['language', 'assistant', 'resident', 'twin', 'adviser']"
Java-Web Developer,"['java', 'web', 'developer']"
Senior Frontend Developer,"['senior', 'frontend', 'developer']"
Sales Manager/ Preseller,"['sale', 'manager', 'preseller']"
Project Management Unit Project Manager,"['project', 'management', 'unit', 'project', 'manager']"
Project Management Unit Procurement Specialist,"['project', 'management', 'unit', 'procurement', 'specialist']"
"PHP, J-Script, J-Query, C/ C++ and QT Senior R&D Engineer","['php', 'j', 'script', 'j', 'query', 'c', 'c', 'qt', 'senior', 'r', 'engineer']"
Free 101 Economics Course,"['free', 'economics', 'course']"
Advertisement Specialist,"['advertisement', 'specialist']"
Financial Analyst,"['financial', 'analyst']"
Journalist,['journalist']
Senior R&D/ Web Engineer,"['senior', 'r', 'web', 'engineer']"
IT Support Specialist,"['support', 'specialist']"
System Administrator,"['system', 'administrator']"
Java Senior Software Developer,"['java', 'senior', 'software', 'developer']"
Senior Java Developer,"['senior', 'java', 'developer']"
Executive Director,"['executive', 'director']"
Medical Representative in Gyumri,"['medical', 'representative', 'gyumri']"
Senior PHP Backend Engineer,"['senior', 'php', 'backend', 'engineer']"
.NET Senior Software Developer,"['net', 'senior', 'software', 'developer']"
1C Programmer,"['c', 'programmer']"
Database and Report Manager,"['database', 'report', 'manager']"
Manager of Stores Chain,"['manager', 'store', 'chain']"
Senior Android Developer,"['senior', 'android', 'developer']"
Sales Consultant,"['sale', 'consultant']"
Software Developer,"['software', 'developer']"
Budgeting and Cost Control Senior Officer,"['budget', 'cost', 'control', 'senior', 'officer']"
Irrigation Engineer,"['irrigation', 'engineer']"
Assistant in Accounting Department,"['assistant', 'accounting', 'department']"
Reporting Specialist,"['report', 'specialist']"
PHP Programmer,"['php', 'programmer']"
1C Tester and Analyst,"['c', 'tester', 'analyst']"
Medical Representative,"['medical', 'representative']"
Sales Associate,"['sale', 'associate']"
Senior Software Engineer,"['senior', 'software', 'engineer']"
Medical Representative,"['medical', 'representative']"
Grants Management Leader,"['grant', 'management', 'leader']"
Web Developer,"['web', 'developer']"
IT Specialist/ System Administrator,"['specialist', 'system', 'administrator']"
Transformational Development Facilitator/ Vardenis,"['transformational', 'development', 'facilitator', 'vardenis']"
Transformational Development Facilitator/ Stepanavan,"['transformational', 'development', 'facilitator', 'stepanavan']"
Head of Foreign Languages Chair,"['head', 'foreign', 'languages', 'chair']"
Contract Administrator,"['contract', 'administrator']"
HVAC Engineer,"['hvac', 'engineer']"
